"SalesOrderID","OrderDate","OrderQty","UnitPrice","StandardCost","ProductName","TerritoryName","CountryRegionCode","ProductCategory"
44280,10/1/2010 0:00:00,2,$28.84,$38.49,"Long-Sleeve Logo Jersey, M","Northeast","US","Jerseys"
44281,10/1/2010 0:00:00,1,$419.46,$486.71,"Road-650 Black, 52","Southwest","US","Road Bikes"
44282,10/1/2010 0:00:00,4,$2039.99,$1912.15,"Mountain-100 Silver, 44","Canada","CA","Mountain Bikes"
44282,10/1/2010 0:00:00,3,$20.19,$13.09,"Sport-100 Helmet, Black","Canada","CA","Helmets"
44282,10/1/2010 0:00:00,1,$809.76,$699.09,"HL Mountain Frame - Black, 48","Canada","CA","Mountain Frames"
44282,10/1/2010 0:00:00,2,$722.59,$747.20,"HL Mountain Frame - Silver, 42","Canada","CA","Mountain Frames"
44282,10/1/2010 0:00:00,4,$28.84,$38.49,"Long-Sleeve Logo Jersey, XL","Canada","CA","Jerseys"
44282,10/1/2010 0:00:00,3,$28.84,$38.49,"Long-Sleeve Logo Jersey, M","Canada","CA","Jerseys"
44282,10/1/2010 0:00:00,2,$20.19,$13.09,"Sport-100 Helmet, Red","Canada","CA","Helmets"
44282,10/1/2010 0:00:00,2,$2039.99,$1912.15,"Mountain-100 Silver, 42","Canada","CA","Mountain Bikes"
44282,10/1/2010 0:00:00,4,$20.19,$13.09,"Sport-100 Helmet, Blue","Canada","CA","Helmets"
44282,10/1/2010 0:00:00,1,$809.76,$699.09,"HL Mountain Frame - Black, 44","Canada","CA","Mountain Frames"
44282,10/1/2010 0:00:00,2,$722.59,$747.20,"HL Mountain Frame - Silver, 46","Canada","CA","Mountain Frames"
44282,10/1/2010 0:00:00,1,$714.70,$739.04,"HL Mountain Frame - Black, 42","Canada","CA","Mountain Frames"
44282,10/1/2010 0:00:00,6,$28.84,$38.49,"Long-Sleeve Logo Jersey, L","Canada","CA","Jerseys"
44282,10/1/2010 0:00:00,8,$2024.99,$1898.09,"Mountain-100 Black, 38","Canada","CA","Mountain Bikes"
44282,10/1/2010 0:00:00,3,$2039.99,$1912.15,"Mountain-100 Silver, 38","Canada","CA","Mountain Bikes"
44283,10/1/2010 0:00:00,8,$874.79,$884.71,"Road-450 Red, 52","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,2,$874.79,$884.71,"Road-450 Red, 44","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,1,$183.94,$187.16,"LL Road Frame - Red, 62","Canada","CA","Road Frames"
44283,10/1/2010 0:00:00,2,$874.79,$884.71,"Road-450 Red, 60","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,2,$2146.96,$2171.29,"Road-150 Red, 56","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,5,$419.46,$486.71,"Road-650 Red, 44","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,12,$405.48,$486.71,"Road-650 Black, 52","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,1,$178.58,$204.63,"LL Road Frame - Black, 44","Canada","CA","Road Frames"
44283,10/1/2010 0:00:00,8,$419.46,$486.71,"Road-650 Red, 48","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,1,$183.94,$187.16,"LL Road Frame - Red, 48","Canada","CA","Road Frames"
44283,10/1/2010 0:00:00,3,$178.58,$204.63,"LL Road Frame - Black, 58","Canada","CA","Road Frames"
44283,10/1/2010 0:00:00,2,$419.46,$486.71,"Road-650 Black, 44","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,1,$419.46,$486.71,"Road-650 Black, 62","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,1,$183.94,$187.16,"LL Road Frame - Red, 60","Canada","CA","Road Frames"
44283,10/1/2010 0:00:00,1,$2146.96,$2171.29,"Road-150 Red, 62","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,2,$419.46,$486.71,"Road-650 Red, 62","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,2,$356.90,$352.14,"ML Road Frame - Red, 52","Canada","CA","Road Frames"
44283,10/1/2010 0:00:00,2,$419.46,$486.71,"Road-650 Red, 52","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,3,$183.94,$187.16,"LL Road Frame - Red, 44","Canada","CA","Road Frames"
44283,10/1/2010 0:00:00,6,$419.46,$486.71,"Road-650 Black, 58","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,2,$758.08,$868.63,"HL Road Frame - Red, 62","Canada","CA","Road Frames"
44283,10/1/2010 0:00:00,2,$20.19,$13.09,"Sport-100 Helmet, Blue","Canada","CA","Helmets"
44283,10/1/2010 0:00:00,2,$419.46,$486.71,"Road-650 Black, 48","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,1,$183.94,$187.16,"LL Road Frame - Red, 52","Canada","CA","Road Frames"
44283,10/1/2010 0:00:00,1,$419.46,$486.71,"Road-650 Black, 60","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,6,$874.79,$884.71,"Road-450 Red, 58","Canada","CA","Road Bikes"
44283,10/1/2010 0:00:00,2,$178.58,$204.63,"LL Road Frame - Black, 52","Canada","CA","Road Frames"
44284,10/1/2010 0:00:00,3,$20.19,$13.09,"Sport-100 Helmet, Red","Northwest","US","Helmets"
44284,10/1/2010 0:00:00,1,$28.84,$38.49,"Long-Sleeve Logo Jersey, L","Northwest","US","Jerseys"
44284,10/1/2010 0:00:00,7,$2024.99,$1898.09,"Mountain-100 Black, 48","Northwest","US","Mountain Bikes"
44284,10/1/2010 0:00:00,23,$5.23,$3.40,"Mountain Bike Socks, M","Northwest","US","Socks"
44284,10/1/2010 0:00:00,5,$28.84,$38.49,"Long-Sleeve Logo Jersey, M","Northwest","US","Jerseys"
44284,10/1/2010 0:00:00,6,$2039.99,$1912.15,"Mountain-100 Silver, 42","Northwest","US","Mountain Bikes"
44284,10/1/2010 0:00:00,4,$2039.99,$1912.15,"Mountain-100 Silver, 48","Northwest","US","Mountain Bikes"
44284,10/1/2010 0:00:00,3,$20.19,$13.09,"Sport-100 Helmet, Black","Northwest","US","Helmets"
44284,10/1/2010 0:00:00,4,$2039.99,$1912.15,"Mountain-100 Silver, 38","Northwest","US","Mountain Bikes"
44284,10/1/2010 0:00:00,1,$28.84,$38.49,"Long-Sleeve Logo Jersey, XL","Northwest","US","Jerseys"
44284,10/1/2010 0:00:00,10,$2024.99,$1898.09,"Mountain-100 Black, 42","Northwest","US","Mountain Bikes"
44284,10/1/2010 0:00:00,4,$2024.99,$1898.09,"Mountain-100 Black, 38","Northwest","US","Mountain Bikes"
44284,10/1/2010 0:00:00,4,$2024.99,$1898.09,"Mountain-100 Black, 44","Northwest","US","Mountain Bikes"
44284,10/1/2010 0:00:00,4,$2039.99,$1912.15,"Mountain-100 Silver, 44","Northwest","US","Mountain Bikes"
44284,10/1/2010 0:00:00,4,$20.19,$13.09,"Sport-100 Helmet, Blue","Northwest","US","Helmets"
44284,10/1/2010 0:00:00,1,$5.19,$6.92,"AWC Logo Cap","Northwest","US","Caps"
44285,10/1/2010 0:00:00,12,$5.51,$3.40,"Mountain Bike Socks, M","Northwest","US","Socks"
44285,10/1/2010 0:00:00,2,$2024.99,$1898.09,"Mountain-100 Black, 38","Northwest","US","Mountain Bikes"
44285,10/1/2010 0:00:00,6,$5.70,$3.40,"Mountain Bike Socks, L","Northwest","US","Socks"
