"SalesOrderID","OrderDate","OrderQty","UnitPrice","StandardCost","ProductName","TerritoryName","CountryRegionCode","ProductCategory"
45038,1/1/2010 0:00:00,2,$5.70,$3.40,"Mountain Bike Socks, M","Canada","CA","Socks"
45038,1/1/2010 0:00:00,4,$28.84,$38.49,"Long-Sleeve Logo Jersey, L","Canada","CA","Jerseys"
45038,1/1/2010 0:00:00,2,$714.70,$739.04,"HL Mountain Frame - Black, 38","Canada","CA","Mountain Frames"
45038,1/1/2010 0:00:00,3,$5.19,$6.92,"AWC Logo Cap","Canada","CA","Caps"
45038,1/1/2010 0:00:00,1,$2039.99,$1912.15,"Mountain-100 Silver, 48","Canada","CA","Mountain Bikes"
45038,1/1/2010 0:00:00,2,$2024.99,$1898.09,"Mountain-100 Black, 42","Canada","CA","Mountain Bikes"
45038,1/1/2010 0:00:00,1,$20.19,$13.09,"Sport-100 Helmet, Black","Canada","CA","Helmets"
45038,1/1/2010 0:00:00,1,$28.84,$38.49,"Long-Sleeve Logo Jersey, M","Canada","CA","Jerseys"
45038,1/1/2010 0:00:00,2,$2024.99,$1898.09,"Mountain-100 Black, 44","Canada","CA","Mountain Bikes"
45038,1/1/2010 0:00:00,2,$818.70,$706.81,"HL Mountain Frame - Silver, 48","Canada","CA","Mountain Frames"
45038,1/1/2010 0:00:00,4,$2039.99,$1912.15,"Mountain-100 Silver, 44","Canada","CA","Mountain Bikes"
45038,1/1/2010 0:00:00,1,$722.59,$747.20,"HL Mountain Frame - Silver, 38","Canada","CA","Mountain Frames"
45038,1/1/2010 0:00:00,2,$20.19,$13.09,"Sport-100 Helmet, Red","Canada","CA","Helmets"
45038,1/1/2010 0:00:00,2,$2039.99,$1912.15,"Mountain-100 Silver, 38","Canada","CA","Mountain Bikes"
45038,1/1/2010 0:00:00,1,$722.59,$747.20,"HL Mountain Frame - Silver, 46","Canada","CA","Mountain Frames"
45039,1/1/2010 0:00:00,2,$419.46,$486.71,"Road-650 Red, 44","Canada","CA","Road Bikes"
45039,1/1/2010 0:00:00,2,$183.94,$187.16,"LL Road Frame - Red, 44","Canada","CA","Road Frames"
