"SalesOrderID","OrderDate","OrderQty","UnitPrice","StandardCost","ProductName","TerritoryName","CountryRegionCode","ProductCategory"
46322,6/1/2010 0:00:00,1,$178.58,$204.63,"LL Road Frame - Black, 58","Northwest","US","Road Frames"
46323,6/1/2010 0:00:00,1,$850.00,$1912.15,"Mountain-100 Silver, 38","Northwest","US","Mountain Bikes"
46323,6/1/2010 0:00:00,1,$850.00,$1912.15,"Mountain-100 Silver, 42","Northwest","US","Mountain Bikes"
46323,6/1/2010 0:00:00,3,$5.70,$3.40,"Mountain Bike Socks, M","Northwest","US","Socks"
46323,6/1/2010 0:00:00,1,$850.00,$1912.15,"Mountain-100 Silver, 44","Northwest","US","Mountain Bikes"
46323,6/1/2010 0:00:00,2,$5.70,$3.40,"Mountain Bike Socks, L","Northwest","US","Socks"
46323,6/1/2010 0:00:00,1,$850.00,$1912.15,"Mountain-100 Silver, 48","Northwest","US","Mountain Bikes"
46324,6/1/2010 0:00:00,1,$874.79,$884.71,"Road-450 Red, 58","Northeast","US","Road Bikes"
46324,6/1/2010 0:00:00,2,$419.46,$486.71,"Road-650 Red, 62","Northeast","US","Road Bikes"
46324,6/1/2010 0:00:00,2,$419.46,$486.71,"Road-650 Black, 52","Northeast","US","Road Bikes"
46324,6/1/2010 0:00:00,1,$28.84,$38.49,"Long-Sleeve Logo Jersey, L","Northeast","US","Jerseys"
46324,6/1/2010 0:00:00,1,$874.79,$884.71,"Road-450 Red, 52","Northeast","US","Road Bikes"
46324,6/1/2010 0:00:00,2,$419.46,$486.71,"Road-650 Red, 44","Northeast","US","Road Bikes"
46324,6/1/2010 0:00:00,3,$5.19,$6.92,"AWC Logo Cap","Northeast","US","Caps"
46325,6/1/2010 0:00:00,2,$356.90,$352.14,"ML Road Frame - Red, 52","Central","US","Road Frames"
46325,6/1/2010 0:00:00,7,$20.19,$13.09,"Sport-100 Helmet, Red","Central","US","Helmets"
46325,6/1/2010 0:00:00,1,$356.90,$352.14,"ML Road Frame - Red, 48","Central","US","Road Frames"
46325,6/1/2010 0:00:00,3,$2146.96,$2171.29,"Road-150 Red, 62","Central","US","Road Bikes"
46325,6/1/2010 0:00:00,4,$874.79,$884.71,"Road-450 Red, 60","Central","US","Road Bikes"
46325,6/1/2010 0:00:00,3,$28.84,$38.49,"Long-Sleeve Logo Jersey, M","Central","US","Jerseys"
46325,6/1/2010 0:00:00,2,$419.46,$486.71,"Road-650 Red, 44","Central","US","Road Bikes"
